,id,matrix_gpa,language_test_scores,reading_test_score,math_test_scores,total_points,matrix_languauge,matrix_math,matrix_reading,status,matrix_languauge_retest,matrix_math_retest,matrix_reading_restest,total_points_retest,updated_at,guardian1_email,guardian2_email,grade,deliver_test_accomodation_approved,test_date_sign_up,current_school,gpa,language_test_scores2,reading_test_score2,math_test_scores2
318,319,30.0,87.0,99.0,88.0,109.0,24,25,30,Eligible,,,,30.0,2024-10-13 21:07:01,,,9,,December 14 2024,St. Andrew's Episcopal School,4.0,,,
319,320,,86.0,79.0,43.0,46,24,2,20,In Processing,,,,,2024-10-13 21:15:09,,,10,,April 26 2025 (No-rest option),Other,,,,
320,321,30.0,94.0,99.0,99.0,118.0,28,30,30,Eligible,,,,30.0,2024-10-13 22:34:20,,,9,,January 18 2025,The Willow School,,,,
321,322,22.0,90.0,97.0,60.0,88.0,26,11,29,Eligible,,,,22.0,2024-10-14 9:31:22,,,9,,November 16 2024,Audubon Gentilly,2.75,,,
322,323,,38.0,61.0,54.0,20,1,8,11,In Processing,,,,,2024-10-14 10:03:48,,,9,,December 14 2024,Belle Chasse Academy,,,,
323,324,,73.0,77.0,69.0,51,17,15,19,In Processing,,,,,2024-10-14 11:17:28,,,9,,April 26 2025 (No-rest option),Audubon Uptown Montessori and French,,,,
324,325,30.0,72.0,84.0,82.0,92.0,17,22,23,Eligible,,,,30.0,2024-11-08 13:27:47,,,9,,December 14 2024,Bricolage Academy,3.88,,,
325,326,,13.0,44.0,32.0,5,1,1,3,In Processing,,,,,2024-10-14 12:50:14,,,9,,February 15 2025 (No-rest option),International School of Louisiana,,,,
326,327,30.0,77.0,97.0,90.0,104.0,19,26,29,Eligible,,,,30.0,2024-10-14 13:57:39,,,9,,January 18 2025,Lake Forest Elementary Charter School,3.63,,,
327,328,28.0,73.0,96.0,86.0,98.0,17,24,29,Eligible,,,,28.0,2024-10-14 14:20:04,,,9,,November 16 2024,Edward Hynes Lakeview,3.38,,,
328,329,,15.0,45.0,16.0,5,1,1,3,In Processing,,,,,2024-12-05 13:31:23,,,9,,December 14 2024,Bricolage Academy,,,,
329,330,30.0,64.0,99.0,93.0,100.0,13,27,30,Eligible,,,,30.0,2024-10-14 16:42:01,,,9,,December 14 2024,Edward Hynes Lakeview,3.88,,,
330,331,,91.0,94.0,65.0,67,26,13,28,In Processing,,,,,2024-10-14 18:58:52,,,10,,March 22 2025 (No-rest option),Other,,,,
331,332,30.0,96.0,99.0,99.0,119.0,29,30,30,Eligible,,,,30.0,2024-10-14 19:33:18,,,9,,November 16 2024,The Willow School,4.0,,,
332,333,,33.0,75.0,76.0,38,1,19,18,In Processing,,,,,2024-10-14 20:29:21,,,9,,April 26 2025 (No-rest option),Lake Forest Elementary Charter School,,,,
333,334,,27.0,43.0,60.0,14,1,11,2,In Processing,,,,,2024-12-12 10:03:13,,,9,,April 26 2025 (No-rest option),Lake Forest Elementary Charter School,,,,
334,335,30.0,78.0,98.0,96.0,109.0,20,29,30,Eligible,,,,30.0,2024-10-14 21:58:02,,,9,,January 18 2025,Trinity Episcopal School,4.0,,,
335,336,,71.0,85.0,1.0,40,16,1,23,In Processing,,,,,2024-10-14 22:26:32,,,10,,March 22 2025 (No-rest option),Other,,,,
336,337,30.0,85.0,97.0,99.0,112.0,23,30,29,Eligible,,,,30.0,2024-10-15 7:42:34,,,9,,December 14 2024,Lake Forest Elementary Charter School,4.0,,,
337,338,30.0,86.0,75.0,93.0,99.0,24,27,18,Eligible,,,,30.0,2024-10-15 14:35:55,,,9,,January 18 2025,Bricolage Academy,3.63,,,
338,339,30.0,89.0,95.0,99.0,113.0,25,30,28,Eligible,,,,30.0,2025-03-13 10:20:42,,,9,,November 16 2024,Lake Forest Elementary Charter School,4.0,,,
339,340,30.0,90.0,91.0,82.0,104.0,26,22,26,Eligible,,,,30.0,2024-10-15 16:44:32,,,10,,December 14 2024,Lycee Francais de la Nouvelle Orleans,3.77,,,
340,341,30.0,62.0,92.0,88.0,94.0,12,25,27,Eligible,,,,30.0,2024-10-15 16:55:53,,,9,,January 18 2025,Other,4.0,,,
341,342,30.0,99.0,99.0,99.0,120.0,30,30,30,Eligible,,,,30.0,2024-10-15 19:44:33,,,9,,November 16 2024,The Willow School,4.0,,,
342,343,30.0,86.0,95.0,99.0,112.0,24,30,28,Eligible,,,,30.0,2024-10-15 20:59:52,,,9,,November 16 2024,St. Andrew's Episcopal School,4.0,,,
343,344,,,,,0,,,,In Processing,,,,,2024-10-16 7:52:02,,,9,,April 26 2025 (No-rest option),The Willow School,,,,
344,345,27.0,86.0,79.0,66.0,85.0,24,14,20,Eligible,,,,27.0,2024-10-16 10:53:25,,,9,,March 22 2025 (No-rest option),Waldorf School of New Orleans,3.25,,,
345,346,,38.0,80.0,83.0,44,1,22,21,In Processing,,,,,2024-10-16 11:43:02,,,9,,April 26 2025 (No-rest option),Morris Jeff Community School,,,,
346,347,30.0,69.0,98.0,98.0,105.0,15,30,30,Eligible,,,,30.0,2024-10-16 12:22:01,,,9,,November 16 2024,The Willow School,3.75,,,
347,348,27.0,82.0,99.0,77.0,98.0,22,19,30,Eligible,,,,27.0,2024-10-16 12:52:44,,,9,,November 16 2024,Homer Plessy Community School,3.25,,,
348,349,,74.0,68.0,52.0,40,18,7,15,In Processing,,,,,2024-10-16 15:57:35,,,10,,December 14 2024,Other,,,,
349,350,30.0,99.0,99.0,99.0,120.0,30,30,30,Eligible,,,,30.0,2024-10-16 16:07:26,,,9,,November 16 2024,The Willow School,4.0,,,
350,351,,28.0,45.0,46.0,8,1,4,3,In Processing,,,,,2024-12-03 11:47:32,,,9,,March 22 2025 (No-rest option),Bricolage Academy,,,,
351,352,30.0,58.0,90.0,89.0,91.0,10,25,26,Eligible,,,,30.0,2024-10-17 10:47:25,,,9,,November 16 2024,Audubon Uptown Montessori and French,4.0,,,
352,353,30.0,74.0,99.0,98.0,108.0,18,30,30,Eligible,,,,30.0,2024-10-17 13:50:28,,,9,,November 16 2024,Edward Hynes Lakeview,3.5,,,
353,354,,31.0,33.0,14.0,3,1,1,1,In Processing,,,,,2024-10-17 15:30:03,,,9,,April 26 2025 (No-rest option),Lycee Francais de la Nouvelle Orleans,,,,
354,355,,16.0,94.0,35.0,30,1,1,28,In Processing,,,,,2024-10-17 17:39:39,,,9,,April 26 2025 (No-rest option),Audubon Uptown Montessori and French,,,,
355,356,30.0,66.0,84.0,64.0,80.0,14,13,23,Eligible,,,,30.0,2024-11-05 11:08:44,,,9,,March 22 2025 (No-rest option),Edward Hynes Lakeview,3.75,,,
356,357,30.0,80.0,94.0,79.0,99.0,21,20,28,In Processing,,,,30.0,2024-11-07 12:42:01,,,9,,November 16 2024,Foundation Preparatory Charter,4.0,,,
357,358,,,,,0,,,,In Processing,,,,,2024-10-18 10:04:44,,,9,,March 22 2025 (No-rest option),Audubon Gentilly,,,,
358,359,30.0,86.0,99.0,88.0,109.0,24,25,30,Eligible,,,,30.0,2024-10-18 17:44:33,,,9,,November 16 2024,The Willow School,4.0,,,
359,360,30.0,89.0,87.0,96.0,108.0,25,29,24,Eligible,,,,30.0,2024-10-19 11:18:17,,,9,,December 14 2024,Louise McGehee,4.0,,,
360,361,,23.0,32.0,8.0,3,1,1,1,In Processing,,,,,2024-10-19 12:29:15,,,9,,November 16 2024,Mary McLeod Bethune Elementary,,,,
361,362,,94.0,63.0,48.0,45,28,5,12,In Processing,,,,,2024-10-19 16:14:38,,,9,,April 26 2025 (No-rest option),Harriet Tubman Charter School,,,,
362,363,22.0,93.0,97.0,97.0,107.0,27,29,29,Eligible,,,,22.0,2024-10-19 17:59:08,,,9,,January 18 2025,Isidore Newman,2.75,,,
363,364,,79.0,77.0,46.0,43,20,4,19,In Processing,,,,,2024-10-19 19:49:25,,,9,,February 15 2025 (No-rest option),Benjamin Franklin Elementary,,,,
364,365,27.0,96.0,84.0,63.0,91.0,29,12,23,Eligible,,,,27.0,2024-10-19 20:46:10,,,9,,November 16 2024,Audubon Gentilly,3.25,,,
365,366,30.0,99.0,99.0,63.0,102.0,30,12,30,Eligible,,,,30.0,2024-10-20 8:22:11,,,9,,November 16 2024,Metairie Park Country Day,4.0,,,
366,367,30.0,91.0,97.0,86.0,109.0,26,24,29,In Processing,,,,30.0,2024-10-20 12:41:38,,,9,,December 14 2024,Other,3.75,,,
367,368,30.0,88.0,99.0,99.0,115.0,25,30,30,In Processing,,,,30.0,2024-10-20 13:23:19,,,9,,December 14 2024,Other,3.88,,,
368,369,25.0,81.0,95.0,97.0,103.0,21,29,28,Eligible,,,,25.0,2024-10-20 15:48:48,,,9,,November 16 2024,St. Augustine High School,,,,
369,370,30.0,81.0,73.0,91.0,94.0,21,26,17,In Processing,,,,30.0,2024-10-20 16:46:08,,,9,,December 14 2024,Phillis Wheatley Community School,3.75,,,
370,371,30.0,81.0,73.0,91.0,94.0,21,26,17,Eligible,,,,30.0,2024-10-20 16:46:08,,,9,,December 14 2024,Phillis Wheatley Community School,3.75,,,
371,372,22.0,77.0,90.0,90.0,93.0,19,26,26,Eligible,,,,22.0,2024-10-20 19:45:10,,,9,Test Accommodations Approved,December 14 2024,Audubon Uptown Montessori and French,2.75,,,
372,373,30.0,86.0,99.0,51.0,90.0,24,6,30,In Processing,,,,30.0,2024-10-20 19:58:11,,,9,,January 18 2025,Waldorf School of New Orleans,4.0,,,
373,374,30.0,71.0,99.0,99.0,106.0,16,30,30,Eligible,,,,30.0,2024-10-20 21:08:13,,,9,,November 16 2024,Homer Plessy Community School,4.0,,,
374,375,,58.0,55.0,54.0,26,10,8,8,In Processing,,,,,2024-10-21 10:05:29,,,9,,April 26 2025 (No-rest option),Alice Harte Charter School,,,,
375,376,,,,,0,,,,In Processing,,,,,2024-10-21 12:12:53,,,11,,January 18 2025,Other,,,,
376,377,,26.0,82.0,51.0,29,1,6,22,In Processing,,,,,2024-10-21 13:39:15,,,9,,March 22 2025 (No-rest option),Other,,,,
377,378,,57.0,71.0,22.0,26,9,1,16,In Processing,,,,,2024-10-22 13:54:18,,,9,,January 18 2025,Waldorf School of New Orleans,,,,
378,379,,59.0,80.0,72.0,48,10,17,21,In Processing,,,,,2024-10-21 16:15:36,,,9,,April 26 2025 (No-rest option),Homer Plessy Community School,,,,
379,380,,,,,0,,,,In Processing,,,,,2025-01-23 12:59:11,,,9,,January 18 2025,Trinity Episcopal School,,,,
380,381,,60.0,73.0,96.0,57,11,29,17,In Processing,,,,,2024-10-21 21:56:56,,,9,,April 26 2025 (No-rest option),Renew Dolores T. Aaron Academy,,,,
381,382,30.0,92.0,99.0,99.0,117.0,27,30,30,Eligible,,,,30.0,2024-10-22 6:42:56,,,9,,December 14 2024,The Willow School,4.0,,,
382,383,,73.0,69.0,86.0,56,17,24,15,In Processing,,,,,2024-10-22 9:19:25,,,9,,March 22 2025 (No-rest option),Lake Forest Elementary Charter School,,,,
383,384,30.0,84.0,99.0,99.0,113.0,23,30,30,Eligible,,,,30.0,2024-10-22 12:10:56,,,9,,December 14 2024,Bricolage Academy,4.0,,,
384,385,22.0,87.0,95.0,85.0,97.0,24,23,28,Eligible,,,,22.0,2024-10-22 12:26:32,,,9,,December 14 2024,Audubon Uptown Montessori and French,2.75,,,
385,386,,40.0,24.0,16.0,3,1,1,1,In Processing,,,,,2024-10-22 19:54:23,,,9,,December 14 2024,Audubon Gentilly,,,,
386,387,,88.0,94.0,52.0,60,25,7,28,In Processing,,,,,2024-10-22 16:36:39,,,10,,March 22 2025 (No-rest option),Other,,,,
387,388,30.0,72.0,95.0,51.0,81.0,17,6,28,Eligible,,,,30.0,2024-10-22 18:47:41,,,9,,March 22 2025 (No-rest option),Audubon Gentilly,3.75,,,
388,389,,55.0,60.0,41.0,20,8,1,11,In Processing,,,,,2024-10-22 19:21:55,,,9,,March 22 2025 (No-rest option),Bricolage Academy,,,,
389,390,,,,,0,,,,In Processing,,,,,2024-11-24 22:20:22,,,10,,April 26 2025 (No-rest option),Other,,,,
390,391,,,,,0,,,,In Processing,,,,,2024-11-24 22:20:22,,,10,,April 26 2025 (No-rest option),Other,,,,
391,392,30.0,92.0,95.0,99.0,115.0,27,30,28,Eligible,,,,30.0,2024-10-22 23:01:07,,,9,,December 14 2024,The Willow School,4.0,,,
392,393,30.0,80.0,99.0,99.0,111.0,21,30,30,Eligible,,,,30.0,2024-10-23 10:08:03,,,9,,December 14 2024,Lake Forest Elementary Charter School,3.88,,,
393,394,,58.0,41.0,16.0,12,10,1,1,In Processing,,,,,2024-10-23 11:08:33,,,9,,April 26 2025 (No-rest option),Audubon Uptown Montessori and French,,,,
394,395,,42.0,84.0,62.0,37,2,12,23,In Processing,,,,,2024-10-23 11:53:52,,,9,,December 14 2024,Audubon Gentilly,,,,
395,396,,28.0,39.0,20.0,3,1,1,1,In Processing,,,,,2024-10-23 12:50:32,,,9,,April 26 2025 (No-rest option),Audubon Gentilly,,,,
396,397,,57.0,63.0,91.0,47,9,26,12,In Processing,,,,,2024-10-23 14:14:53,,,9,,April 26 2025 (No-rest option),Alice Harte Charter School,,,,
397,398,,52.0,50.0,88.0,38,7,25,6,In Processing,,,,,2024-10-23 14:12:12,,,9,,April 26 2025 (No-rest option),Alice Harte Charter School,,,,
398,399,,54.0,99.0,60.0,49,8,11,30,In Processing,,,,,2024-10-23 17:33:36,,,9,,April 26 2025 (No-rest option),Lycee Francais de la Nouvelle Orleans,,,,
399,400,30.0,97.0,99.0,99.0,119.0,29,30,30,Eligible,,,,30.0,2024-10-23 18:00:40,,,9,,December 14 2024,Lycee Francais de la Nouvelle Orleans,3.83,,,
400,401,27.0,96.0,97.0,96.0,114.0,29,29,29,In Processing,,,,27.0,2024-10-23 19:54:30,,,9,,January 18 2025,Lake Castle Private School,3.25,,,
401,402,27.0,96.0,97.0,96.0,114.0,29,29,29,In Processing,,,,27.0,2024-10-23 19:54:30,,,9,,January 18 2025,Lake Castle Private School,3.25,,,
402,403,27.0,96.0,97.0,96.0,114.0,29,29,29,Eligible,,,,27.0,2024-10-23 19:54:30,,,9,,January 18 2025,Lake Castle Private School,3.25,,,
403,404,,64.0,89.0,50.0,44,13,6,25,In Processing,,,,,2025-01-28 18:15:36,,,9,,March 22 2025 (No-rest option),International School of Louisiana,,,,
404,405,30.0,99.0,99.0,73.0,107.0,30,17,30,Eligible,,,,30.0,2024-10-24 14:54:20,,,10,,January 18 2025,Lycee Francais de la Nouvelle Orleans,4.0,,,
405,406,30.0,49.0,92.0,86.0,86.0,5,24,27,Eligible,,,,30.0,2024-10-24 17:22:45,,,9,,March 22 2025 (No-rest option),Bricolage Academy,,,,
406,407,,78.0,80.0,41.0,42,20,1,21,In Processing,,,,,2024-10-24 19:39:37,,,9,,April 26 2025 (No-rest option),Harriet Tubman Charter School,,,,
407,408,,95.0,72.0,82.0,67,28,22,17,In Processing,,,,,2024-10-24 20:43:06,,,11,,March 22 2025 (No-rest option),Cabrini High School,,,,
408,409,,13.0,48.0,41.0,7,1,1,5,In Processing,,,,,2024-10-25 6:24:52,,,9,,December 14 2024,Foundation Preparatory Charter,,,,
409,410,30.0,99.0,99.0,99.0,120.0,30,30,30,Eligible,,,,30.0,2024-10-25 11:46:12,,,9,Test Accommodations Approved,December 14 2024,St. Paul's Episcopal School,4.0,,,
410,411,,16.0,22.0,37.0,3,1,1,1,In Processing,,,,,2024-10-25 11:55:36,,,9,,March 22 2025 (No-rest option),Edward Hynes Lakeview,,,,
411,412,,62.0,82.0,60.0,45,12,11,22,In Processing,,,,,2024-10-25 11:53:19,,,9,,March 22 2025 (No-rest option),Edward Hynes Lakeview,,,,
412,413,,,,,0,,,,In Processing,,,,,2024-10-25 15:34:11,,,9,,,Morris Jeff Community School,,,,
413,414,,,,,0,,,,In Processing,,,,,2024-10-25 16:38:22,,,9,,,Harriet Tubman Charter School,,,,
414,415,30.0,91.0,82.0,99.0,108.0,26,30,22,Eligible,,,,30.0,2024-10-25 19:21:25,,,9,,December 14 2024,Lake Forest Elementary Charter School,3.75,,,
415,416,30.0,74.0,91.0,41.0,75.0,18,1,26,Eligible,,,,30.0,2024-10-26 11:45:51,,,9,,March 22 2025 (No-rest option),Renew Dolores T. Aaron Academy,3.88,,,
416,417,,,,,0,,,,In Processing,,,,,2024-10-27 15:34:28,,,10,,January 18 2025,Other,,,,
417,418,30.0,72.0,98.0,91.0,103.0,17,26,30,Eligible,,,,30.0,2024-10-27 17:49:20,,,9,,December 14 2024,Bricolage Academy,4.0,,,
418,419,30.0,97.0,99.0,88.0,114.0,29,25,30,Eligible,,,,30.0,2024-12-02 19:17:01,,,9,,January 18 2025,The Willow School,3.88,,,
419,420,,24.0,67.0,51.0,21,1,6,14,In Processing,,,,,2024-10-27 20:18:56,,,9,,January 18 2025,Success at Thurgood Marshall,,,,
420,421,,24.0,67.0,51.0,21,1,6,14,In Processing,,,,,2024-10-27 20:18:56,,,9,,January 18 2025,Success at Thurgood Marshall,,,,
421,422,,84.0,55.0,50.0,37,23,6,8,In Processing,,,,,2024-10-27 21:55:57,,,9,,December 14 2024,Lake Castle Private School,,,,
422,423,,72.0,67.0,76.0,50,17,19,14,In Processing,,,,,2024-10-28 7:03:15,,,9,,April 26 2025 (No-rest option),Mary McLeod Bethune Elementary,,,,
423,424,,55.0,57.0,76.0,36,8,19,9,In Processing,,,,,2024-10-28 8:05:09,,,9,,March 22 2025 (No-rest option),Edward Hynes Parkview,,,,
424,425,30.0,75.0,99.0,91.0,104.0,18,26,30,Eligible,,,,30.0,2024-10-28 10:12:42,,,9,,December 14 2024,Lake Forest Elementary Charter School,4.0,,,
425,426,,75.0,79.0,82.0,60,18,22,20,In Processing,,,,,2024-10-28 10:08:39,,,9,,March 22 2025 (No-rest option),Lake Forest Elementary Charter School,2.75,,,
426,427,,57.0,84.0,37.0,33,9,1,23,In Processing,,,,,2024-10-28 10:35:20,,,9,,December 14 2024,Mary McLeod Bethune Elementary,,,,
427,428,22.0,64.0,89.0,96.0,89.0,13,29,25,Eligible,,,,22.0,2024-10-28 10:50:47,,,9,,December 14 2024,International School of Louisiana,2.75,,,
428,429,30.0,55.0,99.0,82.0,90.0,8,22,30,Eligible,,,,30.0,2024-10-28 11:20:45,,,9,,December 14 2024,Bricolage Academy,3.63,,,
429,430,,88.0,64.0,33.0,39,25,1,13,In Processing,,,,,2024-10-28 12:02:47,,,10,,March 22 2025 (No-rest option),Other,,,,
430,431,30.0,76.0,93.0,87.0,100.0,19,24,27,Eligible,,,,30.0,2024-10-28 13:13:38,,,10,,December 14 2024,Other,3.8,,,
431,432,,87.0,79.0,57.0,53,24,9,20,In Processing,,,,,2024-10-28 16:58:35,,,9,,December 14 2024,International School of Louisiana,,,,
432,433,28.0,72.0,99.0,96.0,104.0,17,29,30,Eligible,,,,28.0,2024-10-28 17:06:18,,,9,,December 14 2024,Belle Chasse Academy,3.37,,,
433,434,,39.0,82.0,85.0,46,1,23,22,In Processing,,,,,2024-10-28 21:53:03,,,9,,April 26 2025 (No-rest option),Other,,,,
434,435,,,,,0,,,,In Processing,,,,,2025-01-12 21:00:46,,,10,,February 15 2025 (No-rest option),Other,,,,
435,436,28.0,99.0,99.0,99.0,118.0,30,30,30,Eligible,,,,28.0,2025-03-18 21:14:13,,,9,,December 14 2024,St. Paul's Episcopal School,3.38,,,
436,437,,92.0,96.0,88.0,81,27,25,29,In Processing,,,,,2024-11-05 9:25:15,,,11,,December 14 2024,Other,,,,
437,438,30.0,60.0,97.0,91.0,96.0,11,26,29,Eligible,,,,30.0,2024-10-29 12:34:03,,,9,,December 14 2024,The Willow School,3.75,,,
438,439,,59.0,94.0,66.0,52,10,14,28,In Processing,,,,,2024-11-08 14:47:56,,,10,,January 18 2025,Other,,,,
439,440,,54.0,39.0,51.0,15,8,6,1,In Processing,,,,,2024-10-29 15:40:38,,,9,,December 14 2024,Lake Castle Private School,,,,
440,441,,,,,0,,,,In Processing,,,,,2024-10-29 19:04:38,,,10,,,Other,,,,
441,442,30.0,99.0,98.0,97.0,119.0,30,29,30,Eligible,,,,30.0,2024-10-29 19:05:49,,,9,,December 14 2024,Bricolage Academy,4.0,,,
442,443,30.0,74.0,97.0,72.0,94.0,18,17,29,Eligible,,,,30.0,2024-10-29 22:07:09,,,9,,December 14 2024,Lycee Francais de la Nouvelle Orleans,3.88,,,
443,444,,88.0,85.0,66.0,62,25,14,23,In Processing,,,,,2024-10-29 22:32:14,,,10,,March 22 2025 (No-rest option),Other,,,,
444,445,,37.0,36.0,28.0,3,1,1,1,In Processing,,,,,2024-10-30 9:04:22,,,9,,December 14 2024,Audubon Uptown Montessori and French,,,,
445,446,,85.0,90.0,98.0,79,23,30,26,In Processing,,,,,2024-10-30 10:05:13,,,9,,January 18 2025,Other,,,,
446,447,,96.0,88.0,70.0,70,29,16,25,In Processing,,,,,2024-11-08 12:44:44,,,10,,January 18 2025,Other,,,,
447,448,,,,,0,,,,In Processing,,,,,2024-10-30 10:44:32,,,10,,,Other,,,,
448,449,,68.0,81.0,48.0,41,15,5,21,In Processing,,,,,2024-10-30 11:26:10,,,9,,April 26 2025 (No-rest option),Homer Plessy Community School,,,,
449,450,,58.0,46.0,31.0,15,10,1,4,In Processing,,,,,2024-10-30 20:36:48,,,9,,December 14 2024,Mary McLeod Bethune Elementary,,,,
450,451,27.0,97.0,99.0,99.0,116.0,29,30,30,Eligible,,,,27.0,2024-10-31 9:04:19,,,9,,January 18 2025,Isidore Newman,3.25,,,
