id,matrix_gpa,language_test_scores,reading_test_score,math_test_scores,total_points,matrix_languauge,matrix_math,matrix_reading,status,matrix_languauge_retest,matrix_math_retest,matrix_reading_restest,total_points_retest,updated_at,guardian1_email,guardian2_email,grade,deliver_test_accomodation_approved,test_date_sign_up,current_school,gpa
142,30.0,61.0,89.0,86.0,90.0,11.0,24.0,25.0,Eligible,nan,nan,nan,nan,2024-10-02 13:11:47,nan,nan,9,nan,December 14 2024,Lake Forest Elementary Charter School,3.63
143,30.0,74.0,86.0,83.0,94.0,18.0,22.0,24.0,Eligible,nan,nan,nan,nan,2024-10-02 12:37:34,nan,nan,9,nan,November 16 2024,Ecole Bilingue,4.0
144,nan,44.0,56.0,16.0,13.0,3.0,1.0,9.0,In Processing,nan,nan,nan,nan,2024-10-02 14:50:42,nan,nan,9,nan,April 26 2025 (No-rest option),Lycee Francais de la Nouvelle Orleans,nan
145,nan,nan,nan,nan,0.0,nan,nan,nan,In Processing,nan,nan,nan,nan,2024-10-02 14:54:52,nan,nan,11,nan,January 18 2025,Other,nan
146,30.0,89.0,99.0,99.0,115.0,25.0,30.0,30.0,Eligible,nan,nan,nan,nan,2024-10-02 14:59:18,nan,nan,9,nan,December 14 2024,Louise McGehee,4.0
147,nan,29.0,73.0,62.0,30.0,1.0,12.0,17.0,In Processing,nan,nan,nan,nan,2024-10-02 15:17:55,nan,nan,9,nan,December 14 2024,Alice Harte Charter School,nan
148,nan,53.0,69.0,64.0,35.0,7.0,13.0,15.0,In Processing,nan,nan,nan,nan,2024-10-02 15:48:22,nan,nan,9,nan,April 26 2025 (No-rest option),International School of Louisiana,nan
149,laAY,81.0,92.0,97.0,99.0,21.0,29.0,27.0,Eligible,nan,nan,nan,nan,2024-10-02 17:39:37,nan,nan,9,nan,November 16 2024,The Willow School,2.75
150,30.0,92.0,88.0,70.0,98.0,27.0,16.0,25.0,Eligible,nan,nan,nan,nan,2024-10-02 17:56:52,nan,nan,10,nan,January 18 2025,Other,4.0
151,30.0,89.0,98.0,98.0,115.0,25.0,30.0,30.0,Eligible,nan,nan,nan,nan,2024-10-02 18:01:27,nan,nan,9,nan,November 16 2024,Bricolage Academy,3.75
152,18.0,98.0,98.0,97.0,107.0,30.0,29.0,30.0,Eligible,nan,nan,nan,nan,2024-10-02 18:05:53,nan,nan,9,Test Accommodations Approved,December 14 2024,Lake Forest Elementary Charter School,2.38
153,nan,53.0,92.0,45.0,37.0,7.0,3.0,27.0,In Processing,21.0,12.0,16.0,49.0,2024-10-02 19:53:32,nan,nan,9,nan,March 22 2025 (No-rest option),Audubon Uptown Montessori and French,nan
154,30.0,99.0,92.0,99.0,117.0,30.0,30.0,27.0,Eligible,nan,nan,nan,nan,2024-10-02 20:20:43,nan,nan,9,nan,November 16 2024,Lake Castle Private School,3.88
155,30.0,76.0,96.0,83.0,100.0,19.0,22.0,29.0,Eligible,nan,nan,nan,nan,2024-10-02 23:27:33,nan,nan,9,nan,November 16 2024,Mary McLeod Bethune Elementary,3.75
156,nan,70.0,92.0,63.0,55.0,16.0,12.0,27.0,In Processing,18.0,7.0,29.0,54.0,2024-10-03 7:05:38,nan,nan,9,nan,February 15 2025 (No-rest option),Morris Jeff Community School,nan
157,30.0,95.0,99.0,99.0,118.0,28.0,30.0,30.0,Eligible,nan,nan,nan,nan,2024-10-03 8:53:00,nan,nan,9,nan,November 16 2024,Lake Forest Elementary Charter School,3.63
158,nan,32.0,69.0,53.0,23.0,1.0,7.0,15.0,In Processing,nan,nan,nan,nan,2024-10-03 9:04:16,nan,nan,9,nan,March 22 2025 (No-rest option),Edward Hynes Lakeview,nan
159,nan,37.0,55.0,57.0,18.0,1.0,9.0,8.0,In Processing,14.0,4.0,15.0,33.0,2024-10-03 9:41:23,nan,nan,9,nan,March 22 2025 (No-rest option),International School of Louisiana,nan
160,27.0,79.0,82.0,78.0,89.0,20.0,20.0,22.0,Eligible,nan,nan,nan,nan,2024-10-03 10:33:17,nan,nan,9,nan,November 16 2024,Success at Thurgood Marshall,3.25
161,nan,50.0,67.0,53.0,27.0,6.0,7.0,14.0,In Processing,nan,nan,nan,nan,2024-10-03 12:26:35,nan,nan,9,nan,April 26 2025 (No-rest option),Audubon Uptown Montessori and French,nan
162,nan,11.0,26.0,48.0,7.0,1.0,5.0,1.0,In Processing,nan,nan,nan,nan,2024-10-03 12:59:55,nan,nan,9,nan,December 14 2024,Other,nan
163,30.0,93.0,99.0,99.0,117.0,27.0,30.0,30.0,Eligible,nan,nan,nan,nan,2024-10-03 13:03:58,nan,nan,9,nan,November 16 2024,Metairie Park Country Day,4.0
164,nan,29.0,28.0,30.0,3.0,1.0,1.0,1.0,In Processing,1.0,2.0,1.0,4.0,2024-10-03 14:35:42,nan,nan,9,nan,March 22 2025 (No-rest option),Edward Hynes Lakeview,nan
165,nan,60.0,56.0,90.0,46.0,11.0,26.0,9.0,In Processing,10.0,30.0,15.0,55.0,2024-10-03 15:01:30,nan,nan,9,nan,March 22 2025 (No-rest option),Lake Forest Elementary Charter School,nan
166,30.0,79.0,99.0,94.0,108.0,20.0,28.0,30.0,Eligible,nan,nan,nan,nan,2024-11-21 15:20:47,nan,nan,9,nan,December 14 2024,Bricolage Academy,3.88
167,30.0,93.0,98.0,91.0,113.0,27.0,26.0,30.0,Eligible,nan,nan,nan,nan,2024-10-03 17:20:49,nan,nan,9,nan,December 14 2024,Audubon Uptown Montessori and French,3.75
168,nan,64.0,89.0,75.0,56.0,13.0,18.0,25.0,In Processing,nan,nan,nan,nan,2024-10-03 18:07:04,nan,nan,9,nan,November 16 2024,Ecole Bilingue,nan
169,30.0,98.0,88.0,99.0,115.0,30.0,30.0,25.0,Eligible,nan,nan,nan,nan,2024-10-03 18:10:29,nan,nan,9,nan,November 16 2024,Lake Castle Private School,3.75
170,30.0,86.0,99.0,99.0,114.0,24.0,30.0,30.0,Eligible,nan,nan,nan,nan,2024-10-03 18:32:16,nan,nan,9,nan,November 16 2024,The Willow School,3.88
171,nan,55.0,73.0,97.0,54.0,8.0,29.0,17.0,In Processing,nan,nan,nan,nan,2024-10-03 18:20:31,nan,nan,9,nan,April 26 2025 (No-rest option),Ecole Bilingue,nan
172,nan,70.0,74.0,71.0,50.0,16.0,16.0,18.0,In Processing,19.0,7.0,15.0,41.0,2024-10-03 19:18:55,nan,nan,9,nan,February 15 2025 (No-rest option),Lake Forest Elementary Charter School,nan
173,30.0,88.0,95.0,90.0,109.0,25.0,26.0,28.0,Eligible,nan,nan,nan,nan,2024-10-03 19:41:11,nan,nan,9,nan,December 14 2024,Bricolage Academy,3.88
174,nan,32.0,38.0,70.0,18.0,1.0,16.0,1.0,In Processing,nan,nan,nan,nan,2024-10-03 20:42:41,nan,nan,10,nan,April 26 2025 (No-rest option),Other,nan
175,30.0,99.0,99.0,99.0,120.0,30.0,30.0,30.0,Eligible,nan,nan,nan,nan,2024-10-03 21:11:19,nan,nan,9,nan,November 16 2024,Lake Castle Private School,4.0
176,nan,22.0,84.0,75.0,46.0,1.0,22.0,23.0,In Processing,15.0,21.0,15.0,51.0,2024-10-04 14:27:16,nan,nan,9,nan,March 22 2025 (No-rest option),Morris Jeff Community School,nan
177,30.0,77.0,88.0,86.0,98.0,19.0,24.0,25.0,Eligible,nan,nan,nan,nan,2024-10-03 21:49:48,nan,nan,9,nan,December 14 2024,Alice Harte Charter School,3.5
178,30.0,99.0,98.0,99.0,120.0,30.0,30.0,30.0,Eligible,nan,nan,nan,nan,2024-10-07 18:27:18,nan,nan,9,nan,November 16 2024,Lake Castle Private School,3.88
179,nan,97.0,90.0,43.0,57.0,29.0,2.0,26.0,In Processing,nan,nan,nan,nan,2024-10-03 22:05:39,nan,nan,10,nan,April 26 2025 (No-rest option),Other,nan
180,30.0,92.0,96.0,76.0,105.0,27.0,19.0,29.0,Eligible,nan,nan,nan,nan,2024-10-04 2:52:13,nan,nan,9,nan,December 14 2024,Trinity Episcopal School,3.75
181,nan,79.0,79.0,72.0,57.0,20.0,17.0,20.0,In Processing,nan,nan,nan,nan,2024-10-04 9:25:17,nan,nan,9,nan,January 18 2025,Elan Academy,nan
182,nan,nan,nan,nan,nan,nan,nan,nan,In Processing,nan,nan,nan,nan,2024-10-04 10:48:45,nan,nan,11,nan,nan,Other,nan
183,30.0,89.0,99.0,93.0,112.0,25.0,27.0,30.0,Eligible,nan,nan,nan,nan,2024-10-04 12:27:20,nan,nan,9,nan,December 14 2024,Audubon Uptown Montessori and French,4.0
184,27.0,86.0,97.0,82.0,102.0,24.0,22.0,29.0,Eligible,nan,nan,nan,nan,2024-10-04 17:14:24,nan,nan,9,nan,January 18 2025,Lake Forest Elementary Charter School,3.25
185,25.0,74.0,98.0,85.0,96.0,18.0,23.0,30.0,Eligible,nan,nan,nan,nan,2024-10-08 20:45:35,nan,nan,9,nan,December 14 2024,St. Paul's Episcopal School,3.0
186,30.0,97.0,99.0,99.0,119.0,29.0,30.0,30.0,Eligible,nan,nan,nan,nan,2024-10-04 19:25:21,nan,nan,9,nan,November 16 2024,Edward Hynes Lakeview,3.75
187,30.0,96.0,85.0,82.0,104.0,29.0,22.0,23.0,Eligible,nan,nan,nan,nan,2024-10-04 20:46:05,nan,nan,10,nan,November 16 2024,The Willow School,3.8
188,30.0,96.0,99.0,99.0,119.0,29.0,30.0,30.0,Eligible,nan,nan,nan,nan,2024-10-04 22:02:32,nan,nan,9,nan,November 16 2024,Lake Forest Elementary Charter School,4.0
189,18.0,84.0,83.0,78.0,83.0,23.0,20.0,22.0,In Processing,26.0,19.0,16.0,79.0,2024-10-05 3:17:14,nan,nan,9,nan,March 22 2025 (No-rest option),Lake Castle Private School,2.38
190,30.0,94.0,99.0,88.0,113.0,28.0,25.0,30.0,Eligible,nan,nan,nan,nan,2024-10-06 19:51:52,nan,nan,9,nan,November 16 2024,Bricolage Academy,4.0
191,27.0,63.0,99.0,69.0,84.0,12.0,15.0,30.0,Eligible,18.0,17.0,27.0,89.0,2024-10-05 8:45:44,Lqo9,nan,9,nan,March 22 2025 (No-rest option),Audubon Gentilly,3.25
192,30.0,82.0,95.0,90.0,106.0,22.0,26.0,28.0,Eligible,nan,nan,nan,nan,2024-10-05 10:05:31,2F09,nan,9,nan,January 18 2025,International School of Louisiana,4.0
193,30.0,53.0,75.0,97.0,84.0,7.0,29.0,18.0,Eligible,20.0,24.0,14.0,88.0,2025-04-02 7:49:30,nan,nan,9,nan,March 22 2025 (No-rest option),St. George's Episcopal School,3.5
194,30.0,95.0,95.0,86.0,110.0,28.0,24.0,28.0,Eligible,nan,nan,nan,nan,2024-10-11 11:39:21,nan,nan,9,nan,November 16 2024,Audubon Uptown Montessori and French,4.0
195,30.0,99.0,99.0,99.0,120.0,30.0,30.0,30.0,Eligible,nan,nan,nan,nan,2024-10-05 11:53:51,nan,nan,9,nan,December 14 2024,Edward Hynes Lakeview,nan
196,30.0,75.0,95.0,99.0,106.0,18.0,30.0,28.0,Eligible,nan,nan,nan,nan,2024-10-05 12:10:33,nan,nan,9,nan,January 18 2025,Bricolage Academy,3.88
197,30.0,98.0,96.0,93.0,116.0,30.0,27.0,29.0,Eligible,nan,nan,nan,nan,2024-10-05 12:37:26,nan,nan,11,nan,January 18 2025,Metairie Park Country Day,3.77
198,30.0,82.0,98.0,81.0,103.0,22.0,21.0,30.0,Eligible,nan,nan,nan,nan,2024-10-05 14:50:42,nan,nan,9,nan,November 16 2024,Audubon Gentilly,3.75
199,30.0,68.0,98.0,99.0,105.0,15.0,30.0,30.0,Eligible,nan,nan,nan,nan,2024-10-05 13:28:13,nan,nan,9,nan,November 16 2024,Lake Forest Elementary Charter School,4.0
200,30.0,89.0,88.0,93.0,107.0,25.0,27.0,25.0,Eligible,nan,nan,nan,nan,2024-10-05 17:12:32,nan,nan,9,nan,November 16 2024,St. Paul's Episcopal School,4.0
201,30.0,88.0,90.0,97.0,110.0,25.0,29.0,26.0,In Processing,nan,nan,nan,nan,2024-10-14 13:10:00,nan,nan,9,nan,November 16 2024,Other,4.0
202,nan,nan,nan,nan,0.0,nan,nan,nan,In Processing,nan,nan,nan,nan,2024-10-05 20:41:20,nan,nan,9,nan,April 26 2025 (No-rest option),Lake Forest Elementary Charter School,nan
203,30.0,89.0,99.0,99.0,115.0,25.0,30.0,30.0,Eligible,nan,nan,nan,nan,2024-10-06 9:02:20,nan,nan,9,nan,November 16 2024,Bricolage Academy,3.88
204,27.0,84.0,92.0,90.0,103.0,23.0,26.0,27.0,Eligible,nan,nan,nan,nan,2024-10-06 12:09:57,nan,nan,9,nan,January 18 2025,Audubon Gentilly,3.25
205,nan,31.0,77.0,88.0,45.0,1.0,25.0,19.0,In Processing,nan,nan,nan,nan,2024-10-06 12:42:06,nan,nan,9,nan,April 26 2025 (No-rest option),Other,nan
206,25.0,nan,nan,nan,25.0,nan,nan,nan,In Processing,17.0,15.0,27.0,84.0,2024-10-06 12:58:28,nan,nan,9,nan,nan,International School of Louisiana,3.0
207,30.0,96.0,99.0,99.0,119.0,29.0,30.0,30.0,qZLO,nan,nan,nan,nan,2024-10-06 14:30:45,nan,nan,9,nan,January 18 2025,Other,4.0
208,30.0,96.0,99.0,99.0,119.0,29.0,30.0,30.0,Eligible,nan,nan,nan,nan,2024-10-06 14:30:45,nan,nan,9,nan,January 18 2025,Other,4.0
209,30.0,92.0,97.0,98.0,116.0,27.0,30.0,29.0,Eligible,nan,nan,nan,nan,2024-10-06 16:28:11,nan,nan,9,nan,December 14 2024,Morris Jeff Community School,4.0
210,30.0,91.0,99.0,93.0,113.0,26.0,27.0,30.0,Eligible,nan,nan,nan,nan,2024-10-06 17:00:45,nan,nan,9,nan,November 16 2024,Lycee Francais de la Nouvelle Orleans,4.0
211,nan,86.0,69.0,28.0,40.0,24.0,1.0,15.0,In Processing,25.0,9.0,7.0,41.0,2024-10-06 17:45:12,nan,nan,9,nan,February 15 2025 (No-rest option),Other,nan
212,30.0,78.0,94.0,79.0,98.0,20.0,20.0,28.0,Eligible,nan,nan,nan,nan,2024-10-06 19:16:27,nan,nan,9,nan,November 16 2024,Ecole Bilingue,4.0
213,30.0,72.0,84.0,99.0,100.0,17.0,30.0,23.0,Eligible,nan,nan,nan,nan,2024-10-06 20:14:51,nan,nan,9,nan,November 16 2024,Lake Forest Elementary Charter School,4.0
214,nan,43.0,86.0,51.0,32.0,2.0,6.0,24.0,In Processing,4.0,15.0,22.0,41.0,2024-10-06 20:27:30,nan,nan,9,nan,February 15 2025 (No-rest option),Lycee Francais de la Nouvelle Orleans,nan
215,nan,nan,nan,nan,0.0,nan,nan,nan,In Processing,nan,nan,nan,nan,2024-10-06 20:50:44,nan,nan,9,nan,January 18 2025,Mary McLeod Bethune Elementary,nan
216,nan,nan,nan,nan,0.0,nan,nan,nan,In Processing,nan,nan,nan,nan,2024-10-06 21:34:26,nan,nan,9,nan,January 18 2025,KIPP East,nan
217,30.0,79.0,85.0,99.0,103.0,20.0,30.0,23.0,Eligible,nan,nan,nan,nan,2024-10-06 21:39:45,pfWe,nan,9,nan,November 16 2024,Lake Forest Elementary Charter School,3.88
218,30.0,90.0,96.0,76.0,104.0,26.0,19.0,29.0,Eligible,nan,nan,nan,nan,2024-10-06 21:54:24,nan,nan,9,nan,December 14 2024,Mount Carmel Academy,3.5
219,30.0,96.0,99.0,99.0,119.0,29.0,30.0,30.0,Eligible,nan,nan,nan,nan,2024-10-08 12:16:22,nan,nan,9,Test Accommodations Approved,January 18 2025,Other,4.0
220,nan,52.0,56.0,51.0,22.0,7.0,6.0,9.0,In Processing,nan,nan,nan,nan,2024-10-07 4:14:00,nan,nan,9,nan,April 26 2025 (No-rest option),Edward Hynes Parkview,nan
221,30.0,97.0,99.0,99.0,119.0,29.0,30.0,30.0,Eligible,nan,nan,nan,nan,2024-10-07 7:47:08,nan,nan,10,nan,December 14 2024,Other,4.0
222,28.0,91.0,99.0,99.0,114.0,26.0,30.0,30.0,Eligible,nan,nan,nan,nan,2024-10-07 8:24:14,nan,nan,9,nan,November 16 2024,Edward Hynes Lakeview,3.38
223,nan,nan,nan,nan,0.0,nan,nan,nan,In Processing,nan,nan,nan,nan,2024-10-07 8:58:36,nan,nan,9,nan,March 22 2025 (No-rest option),The Willow School,nan
224,30.0,67.0,88.0,RGcS,95.0,14.0,26.0,25.0,Eligible,nan,nan,nan,nan,2024-10-07 9:53:53,nan,nan,9,nan,December 14 2024,Audubon Uptown Montessori and French,4.0
225,28.0,99.0,96.0,88.0,112.0,30.0,25.0,29.0,Eligible,nan,nan,nan,nan,2024-10-07 9:51:25,nan,nan,9,nan,December 14 2024,Lake Castle Private School,3.38
226,nan,64.0,48.0,64.0,31.0,13.0,13.0,5.0,In Processing,nan,nan,nan,nan,2024-10-07 10:45:57,nan,nan,9,nan,April 26 2025 (No-rest option),Edward Hynes Lakeview,nan
227,30.0,94.0,99.0,88.0,113.0,28.0,25.0,30.0,Eligible,nan,nan,nan,nan,2024-10-07 12:13:45,nan,nan,9,nan,December 14 2024,Ecole Bilingue,4.0
228,30.0,89.0,99.0,99.0,115.0,25.0,30.0,30.0,Eligible,nan,nan,nan,nan,2024-10-07 12:41:13,nan,nan,9,nan,November 16 2024,Metairie Park Country Day,3.75
229,30.0,93.0,99.0,63.0,99.0,27.0,12.0,30.0,Eligible,nan,nan,nan,nan,2024-10-07 13:26:29,nan,nan,9,nan,November 16 2024,Trinity Episcopal School,4.0
230,nan,61.0,84.0,57.0,43.0,11.0,9.0,23.0,In Processing,nan,nan,nan,nan,2024-10-07 15:06:06,nan,nan,9,nan,April 26 2025 (No-rest option),Lycee Francais de la Nouvelle Orleans,nan
231,30.0,89.0,99.0,98.0,115.0,25.0,30.0,30.0,Eligible,nan,nan,nan,nan,2024-10-07 15:15:32,nan,nan,9,nan,November 16 2024,Bricolage Academy,4.0
232,27.0,99.0,95.0,99.0,115.0,30.0,30.0,28.0,Eligible,nan,nan,nan,nan,2024-10-07 17:32:44,nan,nan,9,nan,November 16 2024,Lake Castle Private School,3.25
233,30.0,87.0,99.0,99.0,114.0,24.0,30.0,30.0,Eligible,nan,nan,nan,nan,2024-10-07 17:42:32,nan,nan,9,nan,December 14 2024,The Willow School,4.0
234,nan,nan,nan,nan,nan,nan,nan,nan,In Processing,nan,nan,nan,nan,2024-10-07 18:00:48,nan,nan,9,nan,nan,Belle Chasse Academy,nan
235,nan,52.0,60.0,88.0,43.0,7.0,25.0,11.0,In Processing,6.0,24.0,10.0,40.0,2024-10-08 19:49:54,nan,nan,9,nan,March 22 2025 (No-rest option),Lake Castle Private School,nan
236,nan,52.0,60.0,88.0,43.0,7.0,25.0,11.0,In Processing,6.0,24.0,10.0,40.0,2024-10-08 19:49:54,nan,nan,9,nan,March 22 2025 (No-rest option),Lake Castle Private School,nan
237,nan,nan,nan,nan,0.0,nan,nan,nan,In Processing,nan,nan,nan,nan,2024-10-07 21:24:28,nan,nan,9,nan,January 18 2025,Trinity Episcopal School,nan
238,30.0,96.0,98.0,88.0,114.0,29.0,25.0,30.0,Eligible,nan,nan,nan,nan,2024-11-05 13:49:24,nan,nan,9,nan,November 16 2024,International School of Louisiana,4.0
239,27.0,97.0,94.0,90.0,110.0,29.0,26.0,28.0,Eligible,nan,nan,nan,nan,2024-10-07 22:07:07,nan,nan,9,nan,November 16 2024,Lake Castle Private School,3.25
240,30.0,99.0,99.0,99.0,120.0,30.0,30.0,30.0,Eligible,nan,nan,nan,nan,2024-10-08 7:56:20,nan,nan,9,nan,November 16 2024,Lake Castle Private School,3.63
241,nan,82.0,71.0,93.0,65.0,22.0,27.0,16.0,In Processing,nan,nan,nan,nan,2024-10-11 18:44:34,nan,nan,9,nan,November 16 2024,Trinity Episcopal School,nan
242,nan,47.0,73.0,73.0,38.0,4.0,17.0,17.0,In Processing,nan,nan,nan,nan,2024-10-08 9:30:42,nan,nan,9,nan,April 26 2025 (No-rest option),Lake Forest Elementary Charter School,nan
243,30.0,82.0,98.0,99.0,112.0,22.0,30.0,30.0,Eligible,nan,nan,nan,nan,2024-10-08 10:17:37,nan,nan,9,nan,November 16 2024,Edward Hynes Lakeview,4.0
244,nan,53.0,65.0,95.0,48.0,7.0,28.0,13.0,In Processing,nan,nan,nan,nan,2024-10-08 10:27:45,nan,nan,9,nan,November 16 2024,Lake Forest Elementary Charter School,nan
245,nan,82.0,99.0,45.0,55.0,22.0,3.0,30.0,In Processing,nan,nan,nan,nan,2024-10-08 11:58:11,nan,nan,9,nan,April 26 2025 (No-rest option),Audubon Uptown Montessori and French,nan
246,nan,54.0,69.0,63.0,35.0,8.0,12.0,15.0,In Processing,nan,nan,nan,nan,2024-10-08 13:05:47,nan,nan,9,nan,April 26 2025 (No-rest option),Other,nan
247,nan,65.0,73.0,70.0,46.0,13.0,16.0,17.0,In Processing,nan,nan,nan,nan,2024-10-08 13:37:54,nan,nan,9,nan,April 26 2025 (No-rest option),Ecole Bilingue,nan
248,nan,64.0,77.0,65.0,45.0,13.0,13.0,19.0,In Processing,13.0,10.0,8.0,31.0,2024-10-08 16:59:29,nan,nan,9,nan,March 22 2025 (No-rest option),Lake Castle Private School,nan
249,nan,9.0,67.0,13.0,16.0,1.0,1.0,14.0,In Processing,nan,nan,nan,nan,2024-10-08 17:39:08,nan,nan,9,nan,December 14 2024,Audubon Gentilly,nan
250,30.0,97.0,99.0,99.0,119.0,29.0,30.0,30.0,Eligible,nan,nan,nan,nan,2024-10-08 19:57:09,nan,nan,9,nan,November 16 2024,Edward Hynes Lakeview,4.0
251,nan,95.0,88.0,59.0,63.0,28.0,10.0,25.0,In Processing,nan,nan,nan,nan,2024-10-08 17:57:58,nan,nan,10,nan,April 26 2025 (No-rest option),Lycee Francais de la Nouvelle Orleans,nan
252,nan,63.0,43.0,60.0,25.0,12.0,11.0,2.0,In Processing,nan,nan,nan,nan,2024-10-08 18:13:30,nan,nan,9,nan,April 26 2025 (No-rest option),Lake Castle Private School,nan
253,nan,nan,nan,nan,nan,nan,nan,nan,In Processing,nan,nan,nan,nan,2024-10-08 18:31:34,nan,nan,9,nan,nan,Other,nan
254,30.0,96.0,97.0,99.0,118.0,29.0,30.0,29.0,Eligible,nan,nan,nan,nan,2024-10-08 19:01:58,nan,nan,9,nan,November 16 2024,Audubon Uptown Montessori and French,4.0
255,30.0,69.0,89.0,86.0,94.0,15.0,24.0,25.0,Eligible,nan,nan,nan,nan,2024-10-08 20:17:32,nan,nan,9,nan,November 16 2024,Audubon Uptown Montessori and French,3.5
256,nan,56.0,70.0,71.0,41.0,9.0,16.0,16.0,In Processing,12.0,7.0,10.0,29.0,2024-10-09 20:55:56,nan,nan,9,nan,March 22 2025 (No-rest option),Belle Chasse Academy,nan
257,nan,51.0,65.0,43.0,21.0,6.0,2.0,13.0,In Processing,nan,nan,nan,nan,2024-10-09 9:45:04,nan,nan,9,nan,April 26 2025 (No-rest option),Audubon Uptown Montessori and French,nan
258,30.0,75.0,98.0,71.0,94.0,18.0,16.0,30.0,Eligible,nan,nan,nan,nan,2024-10-09 15:25:13,nan,nan,9,nan,November 16 2024,Trinity Episcopal School,4.0
259,nan,nan,nan,nan,0.0,nan,nan,nan,In Processing,nan,nan,nan,nan,2024-10-09 17:12:54,nan,nan,9,nan,April 26 2025 (No-rest option),Other,nan
260,30.0,99.0,99.0,99.0,120.0,30.0,30.0,30.0,Eligible,nan,nan,nan,nan,2024-10-09 20:09:34,nan,nan,9,nan,November 16 2024,Lake Castle Private School,4.0
261,nan,78.0,67.0,65.0,47.0,20.0,13.0,14.0,In Processing,16.0,20.0,9.0,45.0,2024-10-09 20:31:46,nan,nan,9,nan,March 22 2025 (No-rest option),Lake Castle Private School,nan
262,nan,55.0,80.0,75.0,47.0,8.0,18.0,21.0,In Processing,20.0,10.0,25.0,55.0,2024-10-09 21:56:16,nan,nan,9,nan,February 15 2025 (No-rest option),Lake Forest Elementary Charter School,nan
263,30.0,90.0,99.0,90.0,112.0,26.0,26.0,30.0,Eligible,nan,nan,nan,nan,2024-10-09 22:17:00,nan,nan,9,nan,November 16 2024,Lake Forest Elementary Charter School,3.88
264,30.0,91.0,99.0,99.0,116.0,26.0,30.0,30.0,aw4U,nan,nan,nan,nan,2024-10-09 23:40:35,nan,nan,9,nan,December 14 2024,Lycee Francais de la Nouvelle Orleans,4.0
265,nan,nan,nan,nan,nan,nan,nan,nan,In Processing,nan,nan,nan,nan,2024-10-10 2:07:52,nan,nan,9,nan,nan,Other,nan
266,nan,28.0,48.0,28.0,7.0,1.0,1.0,5.0,In Processing,nan,nan,nan,nan,2024-10-10 6:01:33,nan,nan,9,nan,November 16 2024,Morris Jeff Community School,nan
267,nan,58.0,56.0,65.0,32.0,10.0,13.0,9.0,In Processing,nan,nan,nan,nan,2024-10-10 7:44:19,nan,nan,9,nan,April 26 2025 (No-rest option),Benjamin Franklin Elementary,nan
268,nan,83.0,92.0,69.0,64.0,22.0,15.0,27.0,In Processing,nan,nan,nan,nan,2024-10-10 9:13:35,nan,nan,10,nan,November 16 2024,Other,nan
269,30.0,88.0,99.0,93.0,112.0,25.0,27.0,30.0,In Processing,nan,nan,nan,nan,2024-10-10 9:16:47,nan,nan,11,nan,November 16 2024,Other,3.83
270,nan,nan,nan,nan,0.0,nan,nan,nan,In Processing,nan,nan,nan,nan,2024-10-10 9:37:11,nan,nan,10,nan,January 18 2025,Other,nan
271,30.0,95.0,98.0,79.0,108.0,28.0,20.0,30.0,Eligible,nan,nan,nan,nan,2025-03-27 8:16:30,nan,nan,9,nan,November 16 2024,Other,3.83
272,30.0,95.0,97.0,99.0,117.0,28.0,30.0,29.0,Eligible,nan,nan,nan,nan,2024-10-10 11:00:08,nan,nan,9,nan,December 14 2024,Edward Hynes Lakeview,3.88
273,30.0,98.0,99.0,98.0,120.0,30.0,30.0,30.0,Eligible,nan,nan,nan,nan,2025-01-30 14:39:29,nan,nan,9,nan,December 14 2024,Louise McGehee,4.0
274,30.0,99.0,99.0,99.0,120.0,30.0,30.0,30.0,Eligible,nan,nan,nan,nan,2024-10-10 11:41:01,nan,nan,9,nan,November 16 2024,Lake Castle Private School,4.0
275,nan,nan,nan,nan,nan,nan,nan,nan,In Processing,nan,nan,nan,nan,2024-10-10 17:26:54,nan,nan,9,nan,nan,Bricolage Academy,nan
276,nan,nan,nan,nan,nan,nan,nan,nan,In Processing,nan,nan,nan,nan,2024-10-10 18:00:47,nan,nan,9,nan,nan,Other,nan
277,nan,87.0,67.0,88.0,63.0,24.0,25.0,14.0,In Processing,nan,nan,nan,0.0,2024-10-10 18:07:32,nan,nan,9,nan,April 26 2025 (No-rest option),Lake Forest Elementary Charter School,2.88
278,nan,26.0,32.0,19.0,3.0,1.0,1.0,1.0,In Processing,1.0,4.0,1.0,6.0,2024-10-10 18:22:21,nan,nan,9,nan,March 22 2025 (No-rest option),Other,nan
279,nan,27.0,86.0,63.0,37.0,1.0,12.0,24.0,In Processing,9.0,6.0,18.0,33.0,2024-10-10 19:07:15,nan,nan,9,nan,February 15 2025 (No-rest option),Edward Hynes Lakeview,nan
280,nan,60.0,90.0,48.0,42.0,11.0,5.0,26.0,In Processing,nan,nan,nan,nan,2024-10-10 20:11:58,nan,nan,9,nan,April 26 2025 (No-rest option),Homer Plessy Community School,nan
281,nan,46.0,87.0,79.0,48.0,4.0,20.0,24.0,In Processing,8.0,26.0,23.0,57.0,2024-10-10 20:16:46,nan,nan,9,nan,February 15 2025 (No-rest option),Lake Forest Elementary Charter School,nan
282,nan,22.0,45.0,30.0,5.0,1.0,1.0,3.0,In Processing,nan,nan,nan,nan,2024-12-06 10:12:54,nan,nan,9,nan,November 16 2024,Mary McLeod Bethune Elementary,nan
